Source,Target,Similarity,SourceSignature,SourceCellLine,SourceTime,TargetSignature,TargetCellLine,TargetConcentration,TargetTime
Mouse_NA_Male,QL47,-0.33702234,InputSig,NA,NA,LINCSCP_164156,SKBR3,10uM,3h
Mouse_NA_Male,MLS000718932,-0.33663246,InputSig,NA,NA,LINCSCP_1803,A375,10uM,6h
Mouse_NA_Male,BRD-K70794677,-0.33615131,InputSig,NA,NA,LINCSCP_48818,PC3,10uM,24h
Mouse_NA_Male,Haloprogin,-0.33369411,InputSig,NA,NA,LINCSCP_34571,MCF7,10uM,6h
Mouse_NA_Male,CHEMBL2131306,-0.3330254,InputSig,NA,NA,LINCSCP_48941,PC3,10uM,24h
Mouse_NA_Male,CAY10618,-0.33279326,InputSig,NA,NA,LINCSCP_53508,SKMEL28,10uM,6h
Mouse_NA_Male,SB239063,-0.33185659,InputSig,NA,NA,LINCSCP_152440,PC3,0.37uM,24h
Mouse_NA_Male,Tazarotene,-0.33179399,InputSig,NA,NA,LINCSCP_142965,MCF7,0.12uM,24h
Mouse_NA_Male,Niclosamide,-0.33043837,InputSig,NA,NA,LINCSCP_10375,A673,10uM,6h
Mouse_NA_Male,Entinostat,-0.32938722,InputSig,NA,NA,LINCSCP_49372,PC3,0.5uM,6h
Mouse_NA_Male,IMD-0354,-0.32755055,InputSig,NA,NA,LINCSCP_10421,A673,10uM,6h
Mouse_NA_Male,Elesclomol,-0.32708315,InputSig,NA,NA,LINCSCP_54344,SW620,10uM,6h
Mouse_NA_Male,AM-580,-0.32610389,InputSig,NA,NA,LINCSCP_33712,MCF7,10uM,6h
Mouse_NA_Male,Palovarotene,-0.32597879,InputSig,NA,NA,LINCSCP_141875,MCF7,10uM,24h
Mouse_NA_Male,SU-11652,-0.32536187,InputSig,NA,NA,LINCSCP_51173,RMUGS,10uM,6h
Mouse_NA_Male,MLS003128611,-0.32432987,InputSig,NA,NA,LINCSCP_57626,VCAP,10uM,6h
Mouse_NA_Male,"7,8-Dihydroxychlorpromazine",-0.32333569,InputSig,NA,NA,LINCSCP_43323,NPC,10uM,6h
Mouse_NA_Male,pyrvinium-pamoate,-0.32234809,InputSig,NA,NA,LINCSCP_53521,SKMEL28,10uM,6h
Mouse_NA_Male,Tacedinaline,-0.32226463,InputSig,NA,NA,LINCSCP_49280,PC3,10uM,6h
Mouse_NA_Male,Dorsomorphin,-0.32098658,InputSig,NA,NA,LINCSCP_50969,RMGI,10uM,6h
Mouse_NA_Male,AC1NWALF,-0.32010796,InputSig,NA,NA,LINCSCP_25167,HT29,10uM,6h
Mouse_NA_Male,Withaferin A,-0.31993186,InputSig,NA,NA,LINCSCP_163619,SKBR3,3.33uM,24h
Mouse_NA_Male,KI8751,-0.31910657,InputSig,NA,NA,LINCSCP_503,A375,10uM,6h
Mouse_NA_Male,CHEMBL2133926,-0.31898623,InputSig,NA,NA,LINCSCP_47385,PC3,10uM,6h
Mouse_NA_Male,"3,5-Bis(4-methylbenzylidene)piperidin-4-one",-0.31838401,InputSig,NA,NA,LINCSCP_54320,SW620,10uM,6h
Mouse_NA_Male,Azacitidine,-0.31809293,InputSig,NA,NA,LINCSCP_27292,HT29,10uM,6h
Mouse_NA_Male,STK249718,-0.31722457,InputSig,NA,NA,LINCSCP_26715,HT29,10uM,6h
Mouse_NA_Male,NSC23766,-0.31692093,InputSig,NA,NA,LINCSCP_12509,CL34,100uM,6h
Mouse_NA_Male,Cymarin,-0.31646822,InputSig,NA,NA,LINCSCP_27050,HT29,10uM,6h
Mouse_NA_Male,NCGC00170397-01,-0.31634904,InputSig,NA,NA,LINCSCP_17003,HA1E,10uM,6h
Mouse_NA_Male,(+)-Camptothecin,-0.31536532,InputSig,NA,NA,LINCSCP_2670,A375,10uM,6h
Mouse_NA_Male,Camptothecin,-0.31391286,InputSig,NA,NA,LINCSCP_21078,HCC515,0.5uM,6h
Mouse_NA_Male,AC1NWALC,-0.31338808,InputSig,NA,NA,LINCSCP_25165,HT29,10uM,6h
Mouse_NA_Male,CHEMBL2135649,-0.31266057,InputSig,NA,NA,LINCSCP_47178,PC3,10uM,24h
Mouse_NA_Male,DG-041,-0.31173715,InputSig,NA,NA,LINCSCP_21687,HEPG2,40uM,6h
Mouse_NA_Male,BG-51,-0.31162043,InputSig,NA,NA,LINCSCP_49274,PC3,10uM,6h
Mouse_NA_Male,BI 78D3,-0.31144587,InputSig,NA,NA,LINCSCP_16698,HA1E,10uM,6h
Mouse_NA_Male,Vitinoin,-0.31062798,InputSig,NA,NA,LINCSCP_34266,MCF7,10uM,24h
Mouse_NA_Male,TL_HRAS26,-0.31058738,InputSig,NA,NA,LINCSCP_19483,HCC515,10uM,6h
Mouse_NA_Male,Nilotinib,-0.31043017,InputSig,NA,NA,LINCSCP_16710,HA1E,10uM,6h
Mouse_NA_Male,BRD-K67090983,-0.30980024,InputSig,NA,NA,LINCSCP_47140,PC3,10uM,24h
Mouse_NA_Male,TL_HRAS24,-0.309436,InputSig,NA,NA,LINCSCP_19798,HCC515,10uM,6h
Mouse_NA_Male,CHEMBL2360506,-0.30930353,InputSig,NA,NA,LINCSCP_47136,PC3,10uM,24h
Mouse_NA_Male,CHEMBL2137729,-0.30813251,InputSig,NA,NA,LINCSCP_47388,PC3,10uM,6h
Mouse_NA_Male,SPECTRUM2_001084,-0.30802476,InputSig,NA,NA,LINCSCP_25160,HT29,10uM,6h
Mouse_NA_Male,C23H24CLN3O5,-0.30771819,InputSig,NA,NA,LINCSCP_20054,HCC515,10uM,6h
Mouse_NA_Male,CHEMBL569102,-0.3069573,InputSig,NA,NA,LINCSCP_41557,NEU,10uM,6h
Mouse_NA_Male,SCHEMBL16226068,-0.30664775,InputSig,NA,NA,LINCSCP_64548,VCAP,20uM,6h
Mouse_NA_Male,CHEMBL2133868,-0.30536501,InputSig,NA,NA,LINCSCP_46601,PC3,10uM,6h
Mouse_NA_Male,CI-1040,-0.30371759,InputSig,NA,NA,LINCSCP_271121,PC3,10uM,24h
Mouse_NA_Male,GW 405833,-0.30337059,InputSig,NA,NA,LINCSCP_53434,SKMEL28,40uM,6h
Mouse_NA_Male,CHEMBL2132717,-0.30250394,InputSig,NA,NA,LINCSCP_47412,PC3,10uM,6h
Mouse_NA_Male,22862-76-6,-0.30245602,InputSig,NA,NA,LINCSCP_13387,FIBRNPC,10uM,6h
Mouse_NA_Male,NSC25485,-0.30239593,InputSig,NA,NA,LINCSCP_27044,HT29,10uM,6h
Mouse_NA_Male,Phloretin,-0.3019593,InputSig,NA,NA,LINCSCP_54179,SW620,100uM,6h
Mouse_NA_Male,Pimozide,-0.30177981,InputSig,NA,NA,LINCSCP_221123,HEPG2,10uM,6h
Mouse_NA_Male,Kepone,-0.3009758,InputSig,NA,NA,LINCSCP_17060,HA1E,20uM,6h
Mouse_NA_Male,CHEMBL2139291,-0.30054371,InputSig,NA,NA,LINCSCP_47153,PC3,10uM,24h
Mouse_NA_Male,PX 12,-0.30009383,InputSig,NA,NA,LINCSCP_41818,NOMO1,30uM,6h
Mouse_NA_Male,Oxindole I,-0.29971881,InputSig,NA,NA,LINCSCP_22938,HEPG2,10uM,6h
Mouse_NA_Male,F1566-0341,-0.29875327,InputSig,NA,NA,LINCSCP_58923,VCAP,10uM,24h
Mouse_NA_Male,STK219801,-0.29875101,InputSig,NA,NA,LINCSCP_12648,CORL23,20uM,6h
Mouse_NA_Male,Cercosporin,-0.29871193,InputSig,NA,NA,LINCSCP_457,A375,10uM,6h
Mouse_NA_Male,SCHEMBL16892136,-0.29865755,InputSig,NA,NA,LINCSCP_49351,PC3,3uM,6h
Mouse_NA_Male,CHEMBL2360603,-0.29863097,InputSig,NA,NA,LINCSCP_3520,A375,10uM,24h
Mouse_NA_Male,CHEMBL2358826,-0.29861103,InputSig,NA,NA,LINCSCP_23722,HEPG2,10uM,6h
Mouse_NA_Male,O-Demethylated Adapalene,-0.2984009,InputSig,NA,NA,LINCSCP_954,A375,10uM,6h
Mouse_NA_Male,Iodoacetic acid,-0.29702733,InputSig,NA,NA,LINCSCP_17018,HA1E,10uM,6h
Mouse_NA_Male,Bufalin,-0.29670628,InputSig,NA,NA,LINCSCP_27135,HT29,10uM,6h
Mouse_NA_Male,AC1NSOND,-0.29663119,InputSig,NA,NA,LINCSCP_3047,A375,10uM,6h
Mouse_NA_Male,BRD-K86048057,-0.29658053,InputSig,NA,NA,LINCSCP_259103,NEU,10uM,24h
Mouse_NA_Male,Broad-Sai-686,-0.29609863,InputSig,NA,NA,LINCSCP_49292,PC3,10uM,6h
Mouse_NA_Male,Auranofin,-0.29558601,InputSig,NA,NA,LINCSCP_21303,HEC108,10uM,6h
Mouse_NA_Male,Cladribine,-0.29522013,InputSig,NA,NA,LINCSCP_20039,HCC515,10uM,6h
Mouse_NA_Male,Chlorpromazine,-0.294314,InputSig,NA,NA,LINCSCP_43365,NPC,10uM,6h
Mouse_NA_Male,MLS002703102,-0.29369549,InputSig,NA,NA,LINCSCP_45330,PC3,10uM,24h
Mouse_NA_Male,CHEMBL2333343,-0.29332485,InputSig,NA,NA,LINCSCP_49229,PC3,10uM,24h
Mouse_NA_Male,Piplartine,-0.29313213,InputSig,NA,NA,LINCSCP_42740,NPC,10uM,24h
Mouse_NA_Male,Tretinoin,-0.29292403,InputSig,NA,NA,LINCSCP_24200,HL60,1uM,6h
Mouse_NA_Male,Perhexiline,-0.29276763,InputSig,NA,NA,LINCSCP_201212,A549,10uM,6h
Mouse_NA_Male,Chelerythrine,-0.29270539,InputSig,NA,NA,LINCSCP_152287,PC3,10uM,24h
Mouse_NA_Male,AZD-1775,-0.28902283,InputSig,NA,NA,LINCSCP_54960,THP1,10uM,6h
Mouse_NA_Male,Vorinostat,-0.28886864,InputSig,NA,NA,LINCSCP_66748,EFO27,10uM,6h
Mouse_NA_Male,SCHEMBL5345535,-0.2869343,InputSig,NA,NA,LINCSCP_43338,NPC,10uM,6h
Mouse_NA_Male,Rottlerin,-0.28628799,InputSig,NA,NA,LINCSCP_23019,HEPG2,10uM,6h
Mouse_NA_Male,BSPBIO_001592,-0.28616009,InputSig,NA,NA,LINCSCP_40236,NCIH508,50uM,6h
Mouse_NA_Male,SMP2_000249,-0.28557166,InputSig,NA,NA,LINCSCP_26957,HT29,10uM,6h
Mouse_NA_Male,CCG-208137,-0.28535957,InputSig,NA,NA,LINCSCP_43674,NPC,10uM,6h
Mouse_NA_Male,BRD-K95033227,-0.28464505,InputSig,NA,NA,LINCSCP_259128,NEU,10uM,24h
Mouse_NA_Male,BRD-K69888333,-0.28423234000000003,InputSig,NA,NA,LINCSCP_46264,PC3,10uM,24h
Mouse_NA_Male,Isotretinoin,-0.28420512,InputSig,NA,NA,LINCSCP_34148,MCF7,10uM,24h
Mouse_NA_Male,IN1048,-0.28372259,InputSig,NA,NA,LINCSCP_33527,MCF7,10uM,6h
Mouse_NA_Male,ML175,-0.28315812,InputSig,NA,NA,LINCSCP_19656,HCC515,10uM,6h
Mouse_NA_Male,Cucurbitacin-I,-0.28291955,InputSig,NA,NA,LINCSCP_51041,RMUGS,10uM,6h
Mouse_NA_Male,SCH-79797,-0.28202678,InputSig,NA,NA,LINCSCP_10350,A673,10uM,6h
Mouse_NA_Male,Artesunate,-0.2820087,InputSig,NA,NA,LINCSCP_10302,A673,10uM,6h
Mouse_NA_Male,SCHEMBL12684744,-0.28162082,InputSig,NA,NA,LINCSCP_47220,PC3,10uM,6h
Mouse_NA_Male,CHEMBL3184547,-0.28147527,InputSig,NA,NA,LINCSCP_22312,HEPG2,10uM,6h
Mouse_NA_Male,CHEMBL2131985,-0.28143642,InputSig,NA,NA,LINCSCP_47103,PC3,10uM,24h
Mouse_NA_Male,Ibudilast,-0.28138541,InputSig,NA,NA,LINCSCP_262594,NPC,10uM,24h
Mouse_NA_Male,MLS003128612,-0.28093115,InputSig,NA,NA,LINCSCP_1745,A375,10uM,6h
Mouse_NA_Male,BL003-049-HDAC3,-0.27949926,InputSig,NA,NA,LINCSCP_49277,PC3,10uM,6h
Mouse_NA_Male,BRD-K75971499,-0.27893579,InputSig,NA,NA,LINCSCP_43354,NPC,10uM,6h
Mouse_NA_Male,CID 74180475,-0.27878621,InputSig,NA,NA,LINCSCP_46695,PC3,10uM,24h
Mouse_NA_Male,"Trichostatin A, Streptomyces Sp.",-0.27858771,InputSig,NA,NA,LINCSCP_66836,HA1E,10uM,6h
Mouse_NA_Male,BAY-117821,-0.27822386,InputSig,NA,NA,LINCSCP_934,A375,10uM,6h
Mouse_NA_Male,ML162,-0.27785318,InputSig,NA,NA,LINCSCP_53400,SKMEL28,10uM,6h
Mouse_NA_Male,BSPBIO_001542,-0.27781832,InputSig,NA,NA,LINCSCP_19170,HCC515,10uM,6h
Mouse_NA_Male,NU-7026,-0.27777025,InputSig,NA,NA,LINCSCP_147005,NEU,10uM,24h
Mouse_NA_Male,MLS002473918,-0.27768249,InputSig,NA,NA,LINCSCP_47407,PC3,10uM,6h
Mouse_NA_Male,NO-ASA,-0.2774809,InputSig,NA,NA,LINCSCP_41496,NEU,10uM,6h
Mouse_NA_Male,Pifithrin MU,-0.27701185,InputSig,NA,NA,LINCSCP_12667,CORL23,10uM,6h
Mouse_NA_Male,SMR000217164,-0.27644996,InputSig,NA,NA,LINCSCP_19647,HCC515,10uM,6h
Mouse_NA_Male,"4,11-Diethyl-4,9-dihydroxy-1H-pyrano[3',4':6,7]indolizino[1,2-b]quinoline-3,14(4H,12H)-dione",-0.27613974,InputSig,NA,NA,LINCSCP_40275,NCIH596,0.5uM,6h
Mouse_NA_Male,TW 37,-0.27605016,InputSig,NA,NA,LINCSCP_54208,SW620,10uM,6h
Mouse_NA_Male,"(1Ar,7as,10as,10br)-1a,5-Dimethyl-8-methylidene-2,3,6,7,7a,8,10a,10b-octahydrooxireno[9,10]cyclodeca[1,2-b]furan-9(1ah)-one",-0.27501017,InputSig,NA,NA,LINCSCP_12658,CORL23,20uM,6h
Mouse_NA_Male,AS601245,-0.27496693,InputSig,NA,NA,LINCSCP_99685,HCC515,3.33uM,24h
Mouse_NA_Male,CHEMBL2356537,-0.2744055,InputSig,NA,NA,LINCSCP_23627,HEPG2,10uM,6h
Mouse_NA_Male,Topotecan,-0.27422537,InputSig,NA,NA,LINCSCP_1916,A375,10uM,6h
Mouse_NA_Male,BIIB 021,-0.27352502,InputSig,NA,NA,LINCSCP_58737,VCAP,10uM,6h
Mouse_NA_Male,Suloctidil,-0.27332622,InputSig,NA,NA,LINCSCP_2529,A375,10uM,6h
Mouse_NA_Male,MLS000518920,-0.27230922,InputSig,NA,NA,LINCSCP_20078,HCC515,10uM,6h
Mouse_NA_Male,Teniposide,-0.27223884,InputSig,NA,NA,LINCSCP_2672,A375,10uM,6h
Mouse_NA_Male,CHEMBL2361430,-0.27212543,InputSig,NA,NA,LINCSCP_47114,PC3,10uM,24h
Mouse_NA_Male,CHEMBL2135770,-0.27098952,InputSig,NA,NA,LINCSCP_47090,PC3,10uM,24h
Mouse_NA_Male,BRD-K80786583-001-01-5,-0.27035323,InputSig,NA,NA,LINCSCP_26533,HT29,10uM,6h
Mouse_NA_Male,Withaferin-A,-0.26872349,InputSig,NA,NA,LINCSCP_46906,PC3,10uM,6h
Mouse_NA_Male,Selamectin,-0.2683879,InputSig,NA,NA,LINCSCP_21476,HEPG2,10uM,6h
Mouse_NA_Male,NSC95397,-0.26833799,InputSig,NA,NA,LINCSCP_29035,HUH7,3uM,6h
Mouse_NA_Male,GNF-PF-1339,-0.26829857,InputSig,NA,NA,LINCSCP_22228,HEPG2,10uM,6h
Mouse_NA_Male,Oxyphenbutazone,-0.26816355,InputSig,NA,NA,LINCSCP_43271,NPC,10uM,6h
Mouse_NA_Male,Ouabain,-0.26768036,InputSig,NA,NA,LINCSCP_26905,HT29,10uM,6h
Mouse_NA_Male,SPOX1_000651,-0.2673016,InputSig,NA,NA,LINCSCP_58583,VCAP,10uM,24h
Mouse_NA_Male,IKK Inhibitor VII,-0.26710379,InputSig,NA,NA,LINCSCP_22906,HEPG2,10uM,6h
Mouse_NA_Male,2-(Ethylmercuriothio)benzoic acid,-0.26707434,InputSig,NA,NA,LINCSCP_34609,MCF7,10uM,6h
Mouse_NA_Male,Dasatinib,-0.26659815,InputSig,NA,NA,LINCSCP_145807,MDAMB231,10uM,3h
Mouse_NA_Male,RO-281675,-0.26657688,InputSig,NA,NA,LINCSCP_21666,HEPG2,100uM,6h
Mouse_NA_Male,Quinoclamine,-0.26566377,InputSig,NA,NA,LINCSCP_53357,SKMEL1,10uM,6h
Mouse_NA_Male,Gemcitabine,-0.26558151,InputSig,NA,NA,LINCSCP_21063,HCC515,1uM,6h
Mouse_NA_Male,Quiflapon,-0.26517939,InputSig,NA,NA,LINCSCP_54227,SW620,80uM,6h
Mouse_NA_Male,Bntx,-0.26493317,InputSig,NA,NA,LINCSCP_41177,NEU,10uM,24h
Mouse_NA_Male,SCHEMBL6874948,-0.26438509,InputSig,NA,NA,LINCSCP_113343,HME1,10uM,3h
Mouse_NA_Male,CHEMBL1590762,-0.26427769,InputSig,NA,NA,LINCSCP_43633,NPC,10uM,6h
Mouse_NA_Male,Anisomycin,-0.26425745,InputSig,NA,NA,LINCSCP_44332,PC3,10uM,6h
Mouse_NA_Male,CHEMBL2134189,-0.26418142,InputSig,NA,NA,LINCSCP_47216,PC3,10uM,6h
Mouse_NA_Male,Mocetinostat,-0.263373,InputSig,NA,NA,LINCSCP_70209,A375,10uM,24h
Mouse_NA_Male,Adapalene,-0.26301341,InputSig,NA,NA,LINCSCP_137674,MCF7,0.12uM,24h
Mouse_NA_Male,MLS001172197,-0.26275711,InputSig,NA,NA,LINCSCP_19658,HCC515,10uM,6h
Mouse_NA_Male,KUC111774N,-0.26241007,InputSig,NA,NA,LINCSCP_23801,HEPG2,10uM,6h
Mouse_NA_Male,Acitretin,-0.26209564,InputSig,NA,NA,LINCSCP_32516,MCF7,10uM,24h
Mouse_NA_Male,Avrainvillamide-analog-6,-0.26140804,InputSig,NA,NA,LINCSCP_4007,A375,10uM,24h
Mouse_NA_Male,LY 2183240,-0.26135135,InputSig,NA,NA,LINCSCP_10376,A673,10uM,6h
Mouse_NA_Male,BRD-K75051049,-0.26133491,InputSig,NA,NA,LINCSCP_48824,PC3,10uM,24h
Mouse_NA_Male,9-Cis acitretin,-0.26095087,InputSig,NA,NA,LINCSCP_34521,MCF7,10uM,24h
Mouse_NA_Male,CHEMBL2141330,-0.26025238,InputSig,NA,NA,LINCSCP_41978,NOMO1,1uM,24h
Mouse_NA_Male,Digoxin,-0.25916751,InputSig,NA,NA,LINCSCP_26992,HT29,10uM,6h
Mouse_NA_Male,Brazilin,-0.25909174,InputSig,NA,NA,LINCSCP_2572,A375,10uM,6h
Mouse_NA_Male,Genistein,-0.25870338,InputSig,NA,NA,LINCSCP_68531,VCAP,10uM,6h
Mouse_NA_Male,CHEMBL1222381,-0.25860417,InputSig,NA,NA,LINCSCP_30573,MCF7,80uM,24h
Mouse_NA_Male,NCGC00170405-01,-0.25839561,InputSig,NA,NA,LINCSCP_16948,HA1E,10uM,6h
Mouse_NA_Male,Troglitazone,-0.25816435,InputSig,NA,NA,LINCSCP_67775,NPC,3uM,24h
Mouse_NA_Male,CHEMBL2130683,-0.25777673,InputSig,NA,NA,LINCSCP_47210,PC3,10uM,6h
Mouse_NA_Male,MRE-269,-0.25609225,InputSig,NA,NA,LINCSCP_24128,HL60,10uM,24h
Mouse_NA_Male,MLS006011051,-0.25587706,InputSig,NA,NA,LINCSCP_24961,HS578T,1uM,6h
Mouse_NA_Male,CHEMBL2142524,-0.25577124,InputSig,NA,NA,LINCSCP_48923,PC3,10uM,24h
Mouse_NA_Male,Resminostat,-0.25563337,InputSig,NA,NA,LINCSCP_155625,PC3,3.33uM,24h
Mouse_NA_Male,CHEMBL2136858,-0.25559391,InputSig,NA,NA,LINCSCP_47110,PC3,10uM,24h
Mouse_NA_Male,SCHEMBL15422014,-0.25553292,InputSig,NA,NA,LINCSCP_16228,HA1E,10uM,6h
Mouse_NA_Male,Fedratinib,-0.25531771,InputSig,NA,NA,LINCSCP_45132,PC3,10uM,6h
Mouse_NA_Male,BRD-K08656311,-0.25516629,InputSig,NA,NA,LINCSCP_48912,PC3,10uM,24h
Mouse_NA_Male,BDBM50442904,-0.25491069,InputSig,NA,NA,LINCSCP_23312,HEPG2,10uM,24h
Mouse_NA_Male,BRD-K30126976,-0.25467268,InputSig,NA,NA,LINCSCP_258946,NEU,10uM,24h
Mouse_NA_Male,ARG-A1-22,-0.25431546,InputSig,NA,NA,LINCSCP_22115,HEPG2,10uM,6h
Mouse_NA_Male,CHEMBL2359857,-0.25426682,InputSig,NA,NA,LINCSCP_47144,PC3,10uM,24h
Mouse_NA_Male,Phorbol 12-myristate-13-acetate,-0.25422127,InputSig,NA,NA,LINCSCP_54831,THP1,10uM,6h
Mouse_NA_Male,AC1L2X6Z,-0.25400128,InputSig,NA,NA,LINCSCP_33771,MCF7,10uM,6h
Mouse_NA_Male,SPOX1_002925,-0.25399125,InputSig,NA,NA,LINCSCP_58510,VCAP,10uM,6h
Mouse_NA_Male,BRD-K01621458,-0.25356399,InputSig,NA,NA,LINCSCP_49336,PC3,10uM,6h
Mouse_NA_Male,VU0418939-2,-0.25310731,InputSig,NA,NA,LINCSCP_26133,HT29,10uM,6h
Mouse_NA_Male,VU0418947-2,-0.2527839,InputSig,NA,NA,LINCSCP_26142,HT29,10uM,6h
Mouse_NA_Male,KUC104495,-0.25262039,InputSig,NA,NA,LINCSCP_1613,A375,10uM,6h
Mouse_NA_Male,SMR000082310,-0.2526023,InputSig,NA,NA,LINCSCP_1801,A375,10uM,6h
Mouse_NA_Male,SCHEMBL15422032,-0.2522062,InputSig,NA,NA,LINCSCP_52179,SKB,10uM,24h
Mouse_NA_Male,CHEMBL41721,-0.25208863,InputSig,NA,NA,LINCSCP_16221,HA1E,10uM,6h
Mouse_NA_Male,Radicicol,-0.2520013,InputSig,NA,NA,LINCSCP_130301,LNCAP,0.04uM,3h
Mouse_NA_Male,AC1O7M2R,-0.25188662,InputSig,NA,NA,LINCSCP_242372,MCF7,10uM,6h
Mouse_NA_Male,MLS001033149,-0.25186419,InputSig,NA,NA,LINCSCP_6642,A549,10uM,6h
Mouse_NA_Male,BMS-345541,-0.25165473,InputSig,NA,NA,LINCSCP_69374,A375,10uM,24h
Mouse_NA_Male,BRD-K60067222,-0.25110871,InputSig,NA,NA,LINCSCP_47133,PC3,10uM,24h
Mouse_NA_Male,INCA-6,-0.25068863,InputSig,NA,NA,LINCSCP_33747,MCF7,10uM,6h
